image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\artbench\36971.jpg,1,art,artbench,train,baroque,jan-luyken,train,test,train,train
data\standardized\wikiart\36972.jpg,1,art,wikiart,,,pablo-picasso,train,train,test,train
data\standardized\wikiart\36973.jpg,1,art,wikiart,,,jack-tworkov,train,train,test,train
data\standardized\coco\36974.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\36975.jpg,1,art,wikiart,,,sandro-botticelli,train,train,test,train
data\standardized\places365\36976.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\artbench\36977.jpg,1,art,artbench,test,surrealism,serge-brignoni,train,test,train,train
data\standardized\places365\36978.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\36979.jpg,1,art,artbench,train,impressionism,kazimir-malevich,train,test,train,train
data\standardized\artbench\36980.jpg,1,art,artbench,train,art_nouveau,charles-rennie-mackintosh,test,test,train,val
data\standardized\places365\36981.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\36982.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\artbench\36983.jpg,1,art,artbench,test,art_nouveau,leon-bakst,train,test,train,test
data\standardized\wikiart\36984.jpg,1,art,wikiart,,,konstantin-korovin,train,train,test,val
data\standardized\wikiart\36985.jpg,1,art,wikiart,,,t.-c.-steele,train,train,test,train
data\standardized\artbench\36986.jpg,1,art,artbench,test,baroque,gerrit-dou,test,test,train,val
data\standardized\places365\36987.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\36988.jpg,1,art,wikiart,,,gustave-courbet,test,val,test,train
data\standardized\coco\36989.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\36990.jpg,1,art,wikiart,,,zinaida-serebriakova,test,train,test,train
data\standardized\wikiart\36991.jpg,1,art,wikiart,,,fikret-mualla-saygi,train,val,test,train
data\standardized\artbench\36992.jpg,1,art,artbench,train,romanticism,august-friedrich-schenck,train,test,train,val
data\standardized\artbench\36993.jpg,1,art,artbench,train,realism,samuel-peploe,train,test,train,train
data\standardized\artbench\36994.jpg,1,art,artbench,train,realism,mykola-yaroshenko,train,test,train,train
data\standardized\coco\36995.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\36996.jpg,1,art,artbench,train,surrealism,aleksandr-borodin,train,test,train,test
data\standardized\artbench\36997.jpg,1,art,artbench,train,baroque,willem-van-swanenburg,train,test,train,train
data\standardized\artbench\36998.jpg,1,art,artbench,train,realism,martiros-sarian,val,test,train,train
data\standardized\places365\36999.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37000.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37001.jpg,1,art,artbench,train,expressionism,xu-beihong,val,test,train,test
data\standardized\artbench\37002.jpg,1,art,artbench,train,post_impressionism,suzanne-valadon,val,test,train,val
data\standardized\artbench\37003.jpg,1,art,artbench,train,ukiyo_e,eishosai-choki,train,test,train,train
data\standardized\wikiart\37004.jpg,1,art,wikiart,,,william-turner,train,train,test,test
data\standardized\artbench\37005.jpg,1,art,artbench,train,renaissance,martin-schongauer,val,test,train,train
data\standardized\places365\37006.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37007.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37008.jpg,1,art,artbench,test,expressionism,armand-henrion,train,test,train,train
data\standardized\coco\37009.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\places365\37010.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37011.jpg,1,art,wikiart,,,amedeo-modigliani,train,val,test,val
data\standardized\coco\37012.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37013.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37014.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37015.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37016.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37017.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37018.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37019.jpg,1,art,wikiart,,,julian-alden-weir,train,train,test,train
data\standardized\places365\37020.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37021.jpg,1,art,artbench,train,realism,giuseppe-abbati,train,test,val,train
data\standardized\coco\37022.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37023.jpg,1,art,artbench,train,post_impressionism,maurice-denis,test,test,train,test
data\standardized\wikiart\37024.jpg,1,art,wikiart,,,keisai-eisen,test,train,test,train
data\standardized\wikiart\37025.jpg,1,art,wikiart,,,isaac-levitan,train,val,test,test
data\standardized\artbench\37026.jpg,1,art,artbench,test,impressionism,ipolit-strambu,train,test,train,val
data\standardized\coco\37027.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37028.jpg,1,art,artbench,test,romanticism,andreas-achenbach,train,test,train,train
data\standardized\coco\37029.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37030.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37031.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\coco\37032.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\artbench\37033.jpg,1,art,artbench,train,baroque,giovanni-battista-gaulli,train,test,train,train
data\standardized\places365\37034.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\places365\37035.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37036.jpg,1,art,wikiart,,,frantisek-kupka,train,train,test,train
data\standardized\coco\37037.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37038.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\coco\37039.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37040.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37041.jpg,1,art,artbench,train,surrealism,frederick-sommer,train,test,train,test
data\standardized\places365\37042.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\37043.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37044.jpg,1,art,artbench,train,expressionism,pyotr-konchalovsky,test,test,val,test
data\standardized\places365\37045.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37046.jpg,1,art,wikiart,,,arnold-bγö£╨│γö¼γòócklin,train,train,test,val
data\standardized\artbench\37047.jpg,1,art,artbench,train,realism,david-burliuk,train,test,val,train
data\standardized\wikiart\37048.jpg,1,art,wikiart,,,kateryna-bilokur,train,train,test,train
data\standardized\artbench\37049.jpg,1,art,artbench,train,baroque,gerard-van-honthorst,train,test,train,train
data\standardized\places365\37050.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37051.jpg,1,art,wikiart,,,paul-jenkins,train,train,test,train
data\standardized\coco\37052.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37053.jpg,1,art,artbench,train,ukiyo_e,utagawa-hirosada,train,test,train,train
data\standardized\places365\37054.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37055.jpg,1,art,wikiart,,,janet-fish,train,val,test,train
data\standardized\wikiart\37056.jpg,1,art,wikiart,,,paul-cezanne,val,val,test,train
data\standardized\wikiart\37057.jpg,1,art,wikiart,,,edward-hopper,train,val,test,train
data\standardized\places365\37058.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37059.jpg,1,art,wikiart,,,aki-kuroda,train,train,test,train
data\standardized\artbench\37060.jpg,1,art,artbench,train,impressionism,laura-knight,train,test,val,train
data\standardized\places365\37061.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\places365\37062.jpg,0,photo,places365,,,,test,val,test,test
data\standardized\artbench\37063.jpg,1,art,artbench,train,post_impressionism,jan-sluyters,train,test,train,train
data\standardized\artbench\37064.jpg,1,art,artbench,train,impressionism,vilhelms-purvitis,train,test,train,val
data\standardized\wikiart\37065.jpg,1,art,wikiart,,,ferdinand-hodler,test,train,test,train
data\standardized\wikiart\37066.jpg,1,art,wikiart,,,edvard-munch,train,train,test,train
data\standardized\places365\37067.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37068.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37069.jpg,1,art,wikiart,,,salvador-dali,train,train,test,train
data\standardized\artbench\37070.jpg,1,art,artbench,test,romanticism,jean-baptiste-carpeaux,test,test,train,train
data\standardized\places365\37071.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\37072.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37073.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37074.jpg,1,art,artbench,train,romanticism,andrei-ryabushkin,val,test,train,train
data\standardized\wikiart\37075.jpg,1,art,wikiart,,,jan-matejko,train,train,test,train
data\standardized\artbench\37076.jpg,1,art,artbench,train,realism,thomas-dewing,train,test,train,train
data\standardized\artbench\37077.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shunei,train,test,train,train
data\standardized\artbench\37078.jpg,1,art,artbench,train,realism,john-varley-ii,train,test,train,train
data\standardized\wikiart\37079.jpg,1,art,wikiart,,,john-atkinson-grimshaw,train,train,test,train
data\standardized\coco\37080.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37081.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37082.jpg,1,art,artbench,train,realism,valentin-serov,train,test,train,train
data\standardized\artbench\37083.jpg,1,art,artbench,train,post_impressionism,adam-baltatu,train,test,train,train
data\standardized\places365\37084.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\artbench\37085.jpg,1,art,artbench,train,expressionism,zinaida-serebriakova,val,test,train,train
data\standardized\places365\37086.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\37087.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37088.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37089.jpg,1,art,artbench,train,romanticism,george-stubbs,test,test,val,val
data\standardized\wikiart\37090.jpg,1,art,wikiart,,,george-frederick-watts,train,val,test,train
data\standardized\wikiart\37091.jpg,1,art,wikiart,,,ilya-mashkov,train,val,test,test
data\standardized\wikiart\37092.jpg,1,art,wikiart,,,salvador-dali,train,train,test,train
data\standardized\wikiart\37093.jpg,1,art,wikiart,,,caspar-david-friedrich,test,train,test,val
data\standardized\places365\37094.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37095.jpg,1,art,artbench,test,art_nouveau,edmund-dulac,train,test,val,train
data\standardized\wikiart\37096.jpg,1,art,wikiart,,,vincent-van-gogh,train,val,test,train
data\standardized\wikiart\37097.jpg,1,art,wikiart,,,ferdinand-hodler,train,val,test,train
data\standardized\wikiart\37098.jpg,1,art,wikiart,,,raphael-kirchner,train,train,test,train
data\standardized\artbench\37099.jpg,1,art,artbench,test,surrealism,judit,train,test,val,train
data\standardized\wikiart\37100.jpg,1,art,wikiart,,,fernando-calhau,train,train,test,val
data\standardized\places365\37101.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37102.jpg,1,art,wikiart,,,konstantin-korovin,train,train,test,val
data\standardized\artbench\37103.jpg,1,art,artbench,train,post_impressionism,vincent-van-gogh,val,test,train,train
data\standardized\wikiart\37104.jpg,1,art,wikiart,,,paolo-veronese,val,train,test,train
data\standardized\wikiart\37105.jpg,1,art,wikiart,,,sam-francis,train,train,test,train
data\standardized\artbench\37106.jpg,1,art,artbench,train,ukiyo_e,ochiai-yoshiiku,test,test,train,val
data\standardized\wikiart\37107.jpg,1,art,wikiart,,,vasily-surikov,train,train,test,train
data\standardized\places365\37108.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37109.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37110.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37111.jpg,1,art,wikiart,,,john-atkinson-grimshaw,train,train,test,train
data\standardized\artbench\37112.jpg,1,art,artbench,train,art_nouveau,raphael-kirchner,val,test,train,train
data\standardized\places365\37113.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\places365\37114.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37115.jpg,1,art,artbench,train,realism,ferdinand-hodler,val,test,train,train
data\standardized\wikiart\37116.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\wikiart\37117.jpg,1,art,wikiart,,,david-burliuk,train,train,test,train
data\standardized\wikiart\37118.jpg,1,art,wikiart,,,vasily-surikov,train,train,test,train
data\standardized\coco\37119.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37120.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37121.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\37122.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\wikiart\37123.jpg,1,art,wikiart,,,viktor-vasnetsov,train,train,test,test
data\standardized\wikiart\37124.jpg,1,art,wikiart,,,childe-hassam,train,train,test,test
data\standardized\wikiart\37125.jpg,1,art,wikiart,,,canaletto,train,train,test,test
data\standardized\places365\37126.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37127.jpg,1,art,artbench,train,impressionism,armand-guillaumin,train,test,train,test
data\standardized\wikiart\37128.jpg,1,art,wikiart,,,theodoros-stamos,train,val,test,train
data\standardized\artbench\37129.jpg,1,art,artbench,train,post_impressionism,konstantin-ivanovich-gorbatov,val,test,train,train
data\standardized\artbench\37130.jpg,1,art,artbench,train,art_nouveau,zinaida-serebriakova,val,test,train,train
data\standardized\places365\37131.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37132.jpg,1,art,artbench,train,surrealism,tschumi,train,test,train,val
data\standardized\places365\37133.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37134.jpg,1,art,wikiart,,,nicholas-roerich,train,train,test,train
data\standardized\wikiart\37135.jpg,1,art,wikiart,,,ilya-repin,train,train,test,train
data\standardized\places365\37136.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37137.jpg,1,art,wikiart,,,pablo-picasso,train,train,test,train
data\standardized\places365\37138.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\37139.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37140.jpg,1,art,artbench,train,expressionism,gustave-de-smet,test,test,train,train
data\standardized\wikiart\37141.jpg,1,art,wikiart,,,albert-gleizes,train,val,test,train
data\standardized\coco\37142.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37143.jpg,1,art,wikiart,,,leonardo-da-vinci,train,train,test,train
data\standardized\artbench\37144.jpg,1,art,artbench,train,expressionism,benny-andrews,train,test,train,train
data\standardized\places365\37145.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37146.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37147.jpg,1,art,artbench,train,realism,koloman-moser,test,test,train,test
data\standardized\wikiart\37148.jpg,1,art,wikiart,,,caravaggio,train,val,test,train
data\standardized\coco\37149.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37150.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37151.jpg,1,art,wikiart,,,mikhail-vrubel,train,train,test,train
data\standardized\artbench\37152.jpg,1,art,artbench,train,baroque,alonzo-cano,test,test,train,train
data\standardized\places365\37153.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37154.jpg,1,art,artbench,train,realism,joseph-farquharson,train,test,train,test
data\standardized\wikiart\37155.jpg,1,art,wikiart,,,esteban-vicente,train,train,test,train
data\standardized\artbench\37156.jpg,1,art,artbench,train,art_nouveau,jozef-mehoffer,val,test,train,train
data\standardized\coco\37157.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\artbench\37158.jpg,1,art,artbench,train,ukiyo_e,utagawa-toyohiro,train,test,train,test
data\standardized\places365\37159.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37160.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37161.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\37162.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37163.jpg,1,art,artbench,train,realism,klavdy-lebedev,train,test,train,train
data\standardized\artbench\37164.jpg,1,art,artbench,test,romanticism,martin-johnson-heade,train,test,train,train
data\standardized\places365\37165.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\coco\37166.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37167.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37168.jpg,1,art,artbench,train,realism,konstantin-yuon,val,test,train,train
data\standardized\wikiart\37169.jpg,1,art,wikiart,,,lucian-freud,train,train,test,train
data\standardized\artbench\37170.jpg,1,art,artbench,train,baroque,jacob-van-ruisdael,train,test,val,val
data\standardized\artbench\37171.jpg,1,art,artbench,train,baroque,mattia-preti,val,test,val,test
data\standardized\artbench\37172.jpg,1,art,artbench,test,ukiyo_e,utagawa-kuniyoshi,train,test,train,train
data\standardized\wikiart\37173.jpg,1,art,wikiart,,,konstantin-makovsky,test,train,test,train
data\standardized\coco\37174.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37175.jpg,1,art,artbench,train,expressionism,vilmos-aba-novak,train,test,train,train
data\standardized\artbench\37176.jpg,1,art,artbench,train,surrealism,david-hare,test,test,train,train
data\standardized\coco\37177.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37178.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\37179.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37180.jpg,1,art,artbench,train,impressionism,firmin-baes,train,test,train,val
data\standardized\coco\37181.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\coco\37182.jpg,0,photo,coco,,,,val,test,val,test
data\standardized\places365\37183.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\37184.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37185.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37186.jpg,1,art,artbench,train,expressionism,bruno-schulz,train,test,train,test
data\standardized\artbench\37187.jpg,1,art,artbench,train,realism,giuseppe-de-nittis,train,test,train,train
data\standardized\artbench\37188.jpg,1,art,artbench,train,art_nouveau,emmerico-nunes,train,test,train,val
data\standardized\coco\37189.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37190.jpg,1,art,wikiart,,,tony-smith,val,train,test,train
data\standardized\coco\37191.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37192.jpg,1,art,wikiart,,,henri-matisse,test,train,test,train
data\standardized\artbench\37193.jpg,1,art,artbench,train,post_impressionism,margit-selska,train,test,train,train
data\standardized\wikiart\37194.jpg,1,art,wikiart,,,joaquγö£╨│γö¼╨╜n-sorolla,train,val,test,train
data\standardized\coco\37195.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\wikiart\37196.jpg,1,art,wikiart,,,keisai-eisen,train,train,test,train
data\standardized\places365\37197.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\coco\37198.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\wikiart\37199.jpg,1,art,wikiart,,,maurice-prendergast,train,val,test,val
data\standardized\places365\37200.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37201.jpg,0,photo,places365,,,,val,val,test,test
data\standardized\artbench\37202.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shuntei,val,test,train,val
data\standardized\places365\37203.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37204.jpg,1,art,wikiart,,,koloman-moser,train,train,test,test
data\standardized\places365\37205.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\wikiart\37206.jpg,1,art,wikiart,,,gerard-david,train,train,test,test
data\standardized\coco\37207.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37208.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37209.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37210.jpg,1,art,artbench,train,post_impressionism,jozef-pankiewicz,train,test,train,train
data\standardized\artbench\37211.jpg,1,art,artbench,train,renaissance,lucas-cranach-the-elder,train,test,train,train
data\standardized\artbench\37212.jpg,1,art,artbench,train,impressionism,emil-carlsen,train,test,train,test
data\standardized\artbench\37213.jpg,1,art,artbench,test,art_nouveau,nicholas-roerich,val,test,train,train
data\standardized\wikiart\37214.jpg,1,art,wikiart,,,lucas-cranach-the-elder,train,train,test,train
data\standardized\artbench\37215.jpg,1,art,artbench,train,realism,richard-caton-woodville-sr,train,test,train,train
data\standardized\wikiart\37216.jpg,1,art,wikiart,,,mikhail-nesterov,train,train,test,train
data\standardized\artbench\37217.jpg,1,art,artbench,train,post_impressionism,gwen-john,train,test,train,train
data\standardized\coco\37218.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37219.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37220.jpg,0,photo,coco,,,,val,test,train,test
data\standardized\wikiart\37221.jpg,1,art,wikiart,,,brice-marden,train,train,test,train
data\standardized\artbench\37222.jpg,1,art,artbench,train,romanticism,james-hamilton,train,test,train,train
data\standardized\artbench\37223.jpg,1,art,artbench,train,ukiyo_e,toyokawa-yoshikuni,train,test,train,train
data\standardized\places365\37224.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37225.jpg,1,art,artbench,train,expressionism,nikolai-kulbin,train,test,train,train
data\standardized\coco\37226.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37227.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37228.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\coco\37229.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37230.jpg,1,art,artbench,train,ukiyo_e,totoya-hokkei,train,test,train,train
data\standardized\coco\37231.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\37232.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37233.jpg,1,art,artbench,train,expressionism,ilka-gedo,train,test,train,test
data\standardized\places365\37234.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\37235.jpg,1,art,wikiart,,,jacob-jordaens,train,train,test,test
data\standardized\artbench\37236.jpg,1,art,artbench,train,ukiyo_e,katsushika-hokusai,test,test,train,train
data\standardized\coco\37237.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\places365\37238.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\wikiart\37239.jpg,1,art,wikiart,,,vincent-van-gogh,val,train,test,train
data\standardized\places365\37240.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37241.jpg,1,art,wikiart,,,julio-pomar,train,train,test,val
data\standardized\coco\37242.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37243.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37244.jpg,1,art,artbench,train,realism,konstantin-yuon,train,test,train,train
data\standardized\artbench\37245.jpg,1,art,artbench,train,surrealism,paul-nash,train,test,val,test
data\standardized\artbench\37246.jpg,1,art,artbench,train,art_nouveau,gustav-klimt,val,test,train,train
data\standardized\wikiart\37247.jpg,1,art,wikiart,,,tivadar-kosztka-csontvary,val,val,test,train
data\standardized\coco\37248.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\places365\37249.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37250.jpg,1,art,wikiart,,,maurice-utrillo,train,train,test,train
data\standardized\coco\37251.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37252.jpg,1,art,artbench,train,romanticism,karl-bodmer,val,test,train,train
data\standardized\wikiart\37253.jpg,1,art,wikiart,,,ivan-shishkin,train,train,test,train
data\standardized\artbench\37254.jpg,1,art,artbench,train,ukiyo_e,shunkosai-hokushu,train,test,val,train
data\standardized\places365\37255.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37256.jpg,1,art,artbench,train,ukiyo_e,utagawa-kunisada,val,test,train,train
data\standardized\coco\37257.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\artbench\37258.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shunsho,train,test,train,train
data\standardized\places365\37259.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37260.jpg,1,art,wikiart,,,gustave-moreau,train,train,test,val
data\standardized\places365\37261.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37262.jpg,1,art,wikiart,,,arkhip-kuindzhi,train,train,test,train
data\standardized\coco\37263.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37264.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37265.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37266.jpg,1,art,wikiart,,,ernst-ludwig-kirchner,train,train,test,train
data\standardized\wikiart\37267.jpg,1,art,wikiart,,,nicholas-roerich,train,train,test,train
data\standardized\places365\37268.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37269.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37270.jpg,1,art,wikiart,,,henri-de-toulouse-lautrec,train,train,test,train
data\standardized\coco\37271.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37272.jpg,1,art,artbench,train,post_impressionism,grace-cossington-smith,train,test,train,val
data\standardized\coco\37273.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37274.jpg,1,art,wikiart,,,yiannis-tsaroychis,test,train,test,test
data\standardized\artbench\37275.jpg,1,art,artbench,train,surrealism,julio-galan,train,test,train,train
data\standardized\coco\37276.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\places365\37277.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\artbench\37278.jpg,1,art,artbench,train,romanticism,konstantin-makovsky,train,test,train,train
data\standardized\artbench\37279.jpg,1,art,artbench,train,expressionism,louisa-matthiasdottir,test,test,train,train
data\standardized\places365\37280.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37281.jpg,1,art,wikiart,,,rembrandt,train,train,test,train
data\standardized\wikiart\37282.jpg,1,art,wikiart,,,pierre-puvis-de-chavannes,train,train,test,train
data\standardized\coco\37283.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37284.jpg,1,art,artbench,train,romanticism,george-caleb-bingham,train,test,train,test
data\standardized\wikiart\37285.jpg,1,art,wikiart,,,richard-diebenkorn,train,train,test,test
data\standardized\wikiart\37286.jpg,1,art,wikiart,,,ivan-shishkin,train,train,test,train
data\standardized\coco\37287.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37288.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37289.jpg,1,art,wikiart,,,gustave-caillebotte,train,val,test,val
data\standardized\artbench\37290.jpg,1,art,artbench,train,realism,ivan-kramskoy,train,test,train,test
data\standardized\places365\37291.jpg,0,photo,places365,,,,val,val,test,test
data\standardized\places365\37292.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37293.jpg,1,art,artbench,train,impressionism,adam-baltatu,val,test,train,train
data\standardized\wikiart\37294.jpg,1,art,wikiart,,,aubrey-beardsley,test,train,test,train
data\standardized\places365\37295.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37296.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37297.jpg,1,art,wikiart,,,alonzo-cano,val,train,test,train
data\standardized\places365\37298.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37299.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\37300.jpg,1,art,wikiart,,,albert-marquet,test,train,test,train
